no,comment_id,category,text,rater2_label,catatan
167,UgzkihiE9r7lYC2tUxd4AaABAg,institusional,"Dimna la cara menilainy kerjany baik ,,,sementara dia ud korupsi ,,memang ngaco",bad,
168,UgzhBCbzCc85Yit5DSV4AaABAg,institusional,"Bang,,kasih contonya dong,,,tks",netral,
169,UgxYIJKXqyjLvnkJO_l4AaABAg,institusional,INI SAYA SANGAT  SUKA DENGAN HAKIM KETUA YG PIMPIN SIDANG  LUAR BIASA PIMPIN SIDANG MANTAP 👍👍👍👍♥️♥️♥️🙏🙏 MANTAP YANG MULYA BAPAK HAKIM******,good,
170,UgwcQcfTK31W06Ebz2h4AaABAg,institusional,Lagunya keren 😊❤. boleh kami izin pakai lagunya untuk backsound video?,good,
171,UgzcMB6Pm2C0YN-wg4d4AaABAg,institusional,kalo memang tak bersalah ya di bebaskan,netral,
172,Ugx7ridH6kxEdO_ComF4AaABAg,institusional,Hakim nya sudah ngak ounya hati dan perasaan parah,bad,
173,UgxOIdpXLTVC2XvcPW54AaABAg,institusional,Harusnya di denda lebih dari jumlah yang di korup baru mantap,good,
174,UgxFQP0oftHtuy22VbV4AaABAg,tutorial_website,Ga jelas,netral,
175,Ugyln73SFEcf1emrx5N4AaABAg,institusional,Dia bekerja dgn baik...saya jg dpt koq..kalian yg g dpt jgn iri y...semua y senang koruptor pun senang ok ...HAKim(Hari2 Kirim Money)..MA(Money ATM)isi sll...,netral,
176,UgxcHu5peRgleJeCgMB4AaABAg,institusional,korupsi boleh asal selama tidak ketauan. itu semboyan pejabat bobrok,bad,
177,UgxGV2xdRuIGuKMu0cV4AaABAg,institusional,Joss 👍👍,netral,
178,UgzDbqnckuO5NjBR5SR4AaABAg,institusional,"semua rakyat (kecil) sama Dimata hukum. 

KOCAK.....",netral,
179,Ugx3Ylt3yf0UJnrAdsJ4AaABAg,institusional,"mantap, mobilnya 😊",good,
180,UgzMslHTOb6mMO9z9d14AaABAg,institusional,Baik pemerintahan Jokowi maupun presiden sekarang sudah tidak peduli. Apa harus mengadu pada Megawati?Ayolah oposisi PDIP katanya bersama dengan rakyat kecil. Mohon suarakan ini.,netral,
181,UgyUXV3W2E5urOT4IHZ4AaABAg,tutorial_website,Terimakasih infonya,good,
182,Ugyb_SDcAX2yjtZaYWt4AaABAg,institusional,Mudah mudahan itu kaum baklawi diberi kesadaran oleh Allah Aamiin,netral,
183,Ugw32v3G-T1a74iGD8V4AaABAg,institusional,Ahir nya botak masuk buih juga ha ha😂😂😂😂 mantap bg hotman 👍👍,good,
184,Ugw2pLKE7VPBU_k4E_d4AaABAg,institusional,Jika Mahkamah agung bisa menjalankan pungsinya maka korupsi bisa berkurang.,bad,
185,UgxDLsFydypPx1ERc4t4AaABAg,institusional,Hore....maklampir dan termul seberingah dapat Sema silo,netral,
186,Ugw0gk4HI0qjSaoR9sJ4AaABAg,institusional,Innalillahi wa'inna illaihi roji'un,netral,
187,UgxI-BkDbbRWHruYJQ14AaABAg,institusional,"Agnes Mo gak sudi lagi yakin nyanyiini lagu si Ari Bias, udh bagus lagu dia di nyanyiin sama Agnes. Selamat Agnes, kamu hebat",good,
188,UgycrhISflLHYNRN2LF4AaABAg,institusional,mudah2an niki sadar setelah masalahnya selaesai kasian anak2nya tdk sm ada dia d dekat anaknya walopun ada asisten nya d rumah,netral,
189,UgySpYDW0lqkXIgBX0l4AaABAg,institusional,Pantas mrapat k solo biar aman 😅😅,netral,
190,UgwYqXrC_7XYFxZNMLF4AaABAg,institusional,Kenapa ketum nya adem ayem mengakui kekalahannya sementara pengikutnya malah ribut,netral,
191,UgzQCI5qdiE46VM7ZiZ4AaABAg,institusional,"Batak adalah lara atiku sing paling jeru :)


Yogyakarta, 25 Agustus 2022",netral,
192,Ugxd92mcVVmhkG5yTgh4AaABAg,institusional,"seakan anda seorang presiden yg bisa"" nya bilang bangsa Indonesia. palak lu yg rusak krn duit.. hilang nurani dan akal sehat",bad,
193,UgwDTb6AAeVl5YTzk-94AaABAg,tutorial_website,Sya coba login gagal terus ktanya email dan password salah pdhl udh benar ada kah solusi,netral,
194,UgwDJ8PON52R95zYBdJ4AaABAg,institusional,"Semoga Kita Semua Mendapatkan Ilmu Yang Benar..
Sehingga Kita Tidak Mudah  Tersesat 
Cerdaslah Bangsaku Semoga Tidak ada Tipu2...",good,
195,UgzL-l8f6r-KpoQ6BNV4AaABAg,institusional,"Pak,saaudara saya bebas murni,terus pihak jaksa ngajukan kasasi.dan saudara saya sudah di bebaskan dari tahanan.pertnyaan saya apakah sdara saaya tsb keluar dari tahanan tsb bisa bekekuatan hukum yg mengikat?",netral,
196,UgyEaHgHfO5O2_0t4l54AaABAg,institusional,"Analisa tsb dari Prof.Muzakir bagus ni, menurut sy betul ni bahwa Dlm psl 55 KUHP, Konstruksi turut serta dan ber-sama2 maknanya berbeda. Ber-sama2 hukuman pemberatan/penjatuhan hukumannya relatif sama. Turut serta karena ada komposisi pelaku yg berbeda2 & berbeda konstruksinya. Jadi Putusan Majelis Hakim MARI ttg konstruksi nya jadi ber2sama itu Judex yuris tidak tepat, jadi putusanya Majelis Hakim MARI keliru semua. Kacau sekali ...  !!",good,
197,Ugw4gZGXPis7_p0WqO54AaABAg,institusional,Indonesia tidak kekurangan orang pintar tpi kekurangan orang yg jujur & amanah😢,netral,
198,UgzkiNHyPJT3ezBUzgh4AaABAg,institusional,bagus ternyata lagu Batak🤩kesini karena dengar lagu pulut Roham sama ini🥰👍,good,
199,Ugy694_77ryaAYKYOqR4AaABAg,institusional,Citra MAHKAMAH AGUNG sangat jelek sangat mengecewakan  HAKIM AGUNG ya mata DUITAN .,netral,
200,Ugybc2i90LB0r2PNwAt4AaABAg,institusional,Manusia lsknattulloh yg membuat aturan demi melindungi yg slh dn menjerumuskan yg benar biadab sekali..TDK tkut mati manusia begini..nanti terasa klu  nyawa udh di kerongkongan...susah klu mti,netral,
201,UgyOzpNsTM7x856PLx14AaABAg,institusional,"Yaallah, hanya engkau yang maha adil, adililah para oknum mafia di Negeri ini, kasihan rakyat kecil....yg sangat membutuhkan keadilan",netral,
202,UgyYIVEPY6XR4JHiz814AaABAg,institusional,"Makannya buat undang2 hukuman mati buat para tukang korup 
Kalau GK ada hukuman mati mana ada jerah nya,
Sampai kiamat pun masih korupsi",bad,
203,Ugy6o8-mghJMw9tnZ_p4AaABAg,institusional,Akibat hukuman koruptor terlalu ringan korupsi merajalela.,bad,
204,Ugy-MaeiN5yg_nW04rt4AaABAg,institusional,Brp lma kasasi perdata slse prof ? minta pnjlsnnnya.terima kasih,good,
205,UgxU9gcpDMzZ_w2vdEZ4AaABAg,institusional,Mantap,good,
206,Ugxe6DWMed-hVvEf7sB4AaABAg,institusional,"Kebohongan...akan ditelanjangi sama YMK , ucapan - ucapan bohong ,adalah...di mana syetan telah bertenggeng di Badan nya , walaupun hati nurani yg paling dalam tahu mana yg hak & bathil . Agama dijadikan topeng berkedok untuk meraih Uang yg sangat besar , tapi Alloh yg Maha tahu ,Yg akan meng-Algojomu dan menghakiminya .",netral,
207,UgyKb6daVWuAc8Dy7994AaABAg,institusional,Keren,good,
208,UgybKouiV-rm_RrhJSd4AaABAg,institusional,"Saya sangat kecewa sekali dengan putusan MA ini, saya langsung menitikkan air mata, betapa tidak adiknya hukum di negeri ini, walaupun saya bukan anggota keluarga terpidana, tp saya sangat merasakan kepedihan mereka, y Allah sakiiiiit sekali y Allah... Hukum seperti apa di Indonesia iniiiiii, org tdk brsalah d hukum s umur hidup, sungguh d luar akal sehatnya😭😭😭",netral,
209,UgyqKiEk9i5sn-Yzstp4AaABAg,institusional,"Habis korupsi dicuci di tax amnesti jadi bersih , salah satu jurus nih 😢😅",bad,
210,UgxL8vyPbPqxTY0_kel4AaABAg,institusional,"KEPADA YTH.
BAPAK KETUA KPK RI.
BAPAK KETUA KEJAKSAAN AGUNG RI.
BAPAK KAPOLRI.

DENGAN HORMAT.
TOLONG SECEPATNYA DI PERIKSA SEMUA ANGGARAN KEUANGAN KABUPATEN MAMASA, DANA PEN, DANA DANA DESANYA, SELAMA 12 TAHUN SAMPAI SEKARANG.
TERIMA KASIH..",good,
211,Ugy0XGEagO4E6JU0odh4AaABAg,institusional,"Mantap,, siapa lagi yg harus kita percaya?",good,
212,Ugxc-4OccP51Q-8vrhJ4AaABAg,institusional,Namanya pejabat bagus tapi sifatnya rampok maling terus yg bertangung jawab siyapa semua jadi rabok,netral,
213,UgxkfVXRuKEuQC5fNst4AaABAg,institusional,mereka mah yg penting duitttt...mana mau mikirin rakyat jelata..siapa yg banyak duit itulah yg menang .Soal siapa yg slh urusan belakang.Mirissss sedihh bagetttt.....KRISIS IMAN YG DAH ..AKUT😭😭😡😡,netral,
214,UgztdNepyyPoLLMQ0ZV4AaABAg,institusional,perlu nya hidup itu sll bersyukur. jgn mau hidup berlebih dan petantang petenteng ahir nya kejahatan pun di halal kan. udh salah eh malah tuduh sana sini tanpa bukti malah bikin cara membalik kan fakta dg cara salah lagi. udh dikasi 4 th malah banding jd nya 6th eh malah mau kasasi. emg ga ada puasnya kl mememang otak nya udh isi dajjal,bad,
215,UgzpBo-M9tCVTp4sKw54AaABAg,institusional,Pengadilan niaga Jak pus dan pencipta lagu ngawur apa mau cari cuan dr kasus ini dg  jurus aji mumpungnya buat meras org lain...sungguh memalukan 😂😂,netral,
216,UgxnFc129aCT2_Ctokt4AaABAg,institusional,Harus di jalani hukum yang sudah di putuskan pengadilan viralkan kacau kali hukum di negara ini,netral,
217,UgyULE9-h9sGzIwODmB4AaABAg,institusional,Pejabat yg korupsi. Apalagi  pejabat hukum harus hukum mati....,bad,
218,Ugwd8WiOO2B2I72I4i94AaABAg,institusional,Mantap dan luar biasa bapak ❤❤❤,good,
219,UgzPd1-vK11g3GuLKwB4AaABAg,institusional,"hukum masih perti ini ngak ada kapok2,nya terus korupsi",bad,
220,UgwP73mQs_Wk546COoR4AaABAg,institusional,Aku sukaaaa bgt lagu ini... Aku orng Jawa... Tp klau denger lagu batak... OMG... Jd klepek 2,netral,
221,UgxBy-1T-XUOG0xZMit4AaABAg,institusional,"Smua kembali pd Sistemnya, byk org baik tp jika sistemnya buruk, susah akan tetap mjd org baik. Biasanya org baik tdk akan kuat krn hrs melawan arus sistem yg sgt kuat.",netral,
222,Ugzh0qzt5saZkT5R2aN4AaABAg,institusional,"Virus korupsi ni sdh merambat ke semua lini lembaga hukum jd hrs ada perangkat hukum yg keras bt aparat hukum yg  melakukan x yaitu hukum mati, woi KPK mn itu harun masiku????",bad,
223,UgzLRS4LMiNMrEHP81h4AaABAg,institusional,Layak dicopot posisi hakimnya bisanya jebak2 orang semaunya....,netral,
224,UgxXuqONlc3_wkk3s1V4AaABAg,institusional,"Cuma saran aja, coba Jaksa dan Hakim itu gajinya dinaikkan, tunjangan kinerjanya jg ditambahkan lg, sy pikir msh pantas jg mengingat beban dan tanggung jwb profesinya dlm penegakan hukum itu sendiri!  Dgn catatan Pemerintah jg hrs pegang komitmen utk total mengembalikan supremasi Hukum demi meminimalisir brbagai tindak kejahatan, trutama perilaku korupsi! Scara umum, mnrt sy aparat2 Pemerintah yg trkait dgn bdg Hukum (dan Pendidikan jg), itu sebaiknya secara upah dan tunjangan kinerjanya memang layak diberi lbh, mngkn trmsk yg mengabdi pd bdg kesehatan jg! Hukum, Pendidikan dan Kesehatan...kyknya klo memungkinkan, perlu lbh diperhatikan! Pd akhirnya jg demi kebaikan bg rakyat jg...! Maaf, ini cm pendapat pribadi sy aja sih... 🙏",bad,
225,UgxuP1k7QJk8Rbpu4bV4AaABAg,institusional,"Mantap prsbowo tangkap satu persatu 
Mantan penjabat korobsi miskinkan uang  untuk rakyat",good,
226,Ugwsb27Te_ehw2RldP14AaABAg,institusional,"Dari awal saya sudah curiga, tapi .....???!! Ahh ya sudahlah",netral,
227,UgwiFdh73uWFSak9cjd4AaABAg,institusional,"Semoga Agnez Mo dan Ari Bias sukses selalu di bidangnya masing-masing. Khusus Agnez Mo, saya doakan semoga dia makin 'bersinar' kariernya di level internasional. Aduh, semakin tidak sabar melihat aktingnya di 'Reacher'. Mudah-mudahan setelah 'Reacher' Agnez Mo semakin banyak membintangi series-series atau film-film Hollywood yang berkualitas.",good,
228,UgxGk8BDeqyvn1TrX7l4AaABAg,institusional,"ZR, Alumni SMA 2 Olimo - Harmoni, Jakarta Pusat. Diatas ZR ada Djan Farid ( Ex Krtum Partai PPP ) dan diatasnya lagi ada AM Hendro Priolyono ( KABIN ) jadi mau informasi apa nih Pak Mahfud, saya tunggu. 
Terima kasih.",good,
229,UgwQoOHFufxigi0rC5h4AaABAg,institusional,HUKUM INDONESIA GAMPANG BISA DI BELI DAN DI DISCON..GILIRAN BANDAR NARKOBA DAN BERJIHAD DI HUKUM MATI.KAN INI KASUS SAMBO SAMA DENGAN TERORIS DI KEPOLISIAN😡😡😡😡,netral,
230,Ugw06jbrYme0GuTBZ594AaABAg,institusional,thank u untuk penjelasanyaa,netral,
231,Ugwlvbx0G-23CxmNSoR4AaABAg,institusional,Apa kami rakyat percaya jelas tidak tuhan lah yg brhadapan sama kaluan penguasa,netral,
232,Ugw5wiRGUF3b4f8f1jx4AaABAg,institusional,Apa kabar pak hakim coba coba permainkan hukum rasakan penjarakan biar lama,netral,
233,UgxI0e4lUjf6JK-WCGF4AaABAg,institusional,Klo penegak hukum aza korupsi bagai manaa negara bisa maju  bro,bad,
234,UgzrMU_AujBfEc2BTPh4AaABAg,tutorial_website,"Daftar nya ke pengadilan negeri atau ke pengadilan agama? 
Apa bisa daftaranya beda propinsi
Misal saya daftar ecourtnya di pengasilan yg dibali, namun untuk  kemudian mendaftarkan perkara di surabaya? Apakah harus sama pendaftaram ecourt dng pendaftaran perkara?
 
Apakah saat pendaftaran ecourt hanya daftar saja dulu. Buru kemudian daftar perkara? Atau harus bersamaan di hari itu juga?

Mohon diberikan lencerqhannya kak?
Sukses selalu.",netral,
235,Ugwuiuu2IL8WDf6BfCJ4AaABAg,institusional,Sekarang gajinya sudah sangat besar sekali bila masih korupsi juga hukuman mati harus ada sebagai contoh yang lain,bad,
236,UgynN9sTjGC4QXGqfWN4AaABAg,institusional,PN Kediri hadir,netral,
237,UgyTdrVIvY-wT4KHzEZ4AaABAg,institusional,Oh adinda wakanda wadidauu uhuiii mantap,good,
238,Ugw4AiFrr5kyrIMDMfd4AaABAg,institusional,Sri lo sdh puas,netral,
239,UgyvoglnVX-zspxnJjV4AaABAg,institusional,"*YANG NONTON*
*DARIMANAPUN BERADA SEMOGA SEHAT SELALU & MURAH REZEKINYA AMIN*",good,
240,Ugwda73jxNpQHrbrl8d4AaABAg,tutorial_website,"Mksh tutorial nya kang,sangat membantu orng awam",good,
241,Ugzbyv2qxg8syMtoi7N4AaABAg,institusional,mafia nya mereka semua...penegak hukum,netral,
242,Ugy_5cXHnxpyj0XwXah4AaABAg,institusional,"Nah..semakin aneh kan penegak hukum di INDONESIA  saat Jokowi Bertengger danserelah bertengger RUSAK..
bukti lagi siapa dekatJokowi aman di DUNIA😂",bad,
243,UgyCrNSyIGA4aBVX4Vp4AaABAg,institusional,Bapak Hostnya sangat baik dalam membawakan pertanyaan dan narasumbernya sangat menguasai materi sehingga sampai ke viewer . Sangat edukatif dan mudah diterima penjelasannya. TOP,netral,
244,UgxGIqrOMjZcWg1AU714AaABAg,institusional,Mantap ya bro klu banyak duit banyak kenalan pejabat .hukuman bisa di kurangin. Beda sama maling kambing.,netral,
245,Ugx_JvnuMOmRvVCPFix4AaABAg,institusional,Mantap Bang Rocky katakan jihad demokrasi abis hadiri maulid jadi adem yaa sehat selalu Aamiin .....indonesia udah carut marut politik kotor semua bikin bingung,netral,
246,Ugziu5cLWkiG0w7exGB4AaABAg,institusional,"Mahkamah agung??
Mahkamah kacung kali",netral,
247,Ugy-hRTZ_bqw557nilB4AaABAg,institusional,"Mohon izin.. pertanyaan yang kedua pak. Apakah semua syarat yang diupload harus sesuai aslinya (leges, tanda tangan pada gugatan dan surat kuasa)? Makasih sebelumnya pak.. 🙏",good,
248,UgxoH_5QFhJiXTJFy3Z4AaABAg,institusional,"Ini pasti banyak rekan kerja maklar suap hakim.
Periksa terus dan tangkap yg terungkap.",bad,
249,UgwXchC0TrWaCF4FQ7t4AaABAg,institusional,"Apresiasi buat PK Petrus n kawan2, TPI knp baru skrng diskusinya GK dijaman jkw ?",good,
250,UgzygRIWrzCEkRdcrT94AaABAg,institusional,"Masyallah sehat selalu dan semoga makin sukses pak , Amin 🤲🏻",good,
251,UgzEG-b2VkqpfhlcJB54AaABAg,institusional,"Rakyat hrs mulai bertindak ganti utk menghukum org"" yg terlibat kejahatan, korupsi maupun penyuapan, gmn gak tambah hancur negara ini kl pejabat""y tambah bejat, rakyat tdk boleh tinggal diam skrg & jg awasi utk mengawal kasus Sambo spy tetap hrs sampai di hukum mati",bad,
252,UgyKZ9keGs0bDH269054AaABAg,institusional,HANYA DI JAMAN JOKOWI KPK BERKERJA DENGAN BENAR DI JAMAN SBY KPK DI BAWAH TEKANAN SBY🤣,netral,
253,UgwB0ohMvQKJqqYcQgt4AaABAg,institusional,Saya orang batak jadi kalau saya lagi galau atau lagi bosan pasti dengar lagu ini sukses terus Sumatra Utara 👍👍,netral,
254,UgzLX1vbk1J4Fsfocad4AaABAg,institusional,Pejabat MA jadi tersangka oleh KPK.... apa  maneh  iki .....apa  jadi tersangka MALING ?.....,bad,
255,Ugz5UnPX3pkchl1kzsB4AaABAg,institusional,"Presiden ilegal baru tau skrng heheheh
Pengumuman dini hari",netral,
256,UgzPbLnbbi7CvWsjwPt4AaABAg,institusional,Menang hasil curang tdk akan membawakan kedamaian,netral,
257,UgymTvxkdCi16StCxQx4AaABAg,institusional,Mana buktinya Ojo nggombal,netral,
258,UgzL-xLfcDuzyWs_8m54AaABAg,institusional,"Mending ndak usah membahas masalah legalitas"", perbanyak KeSH.an biar kita tidak mudah menyakiti orang lain.",netral,
259,UgyfxSI5g2RHjqPHtX54AaABAg,tutorial_website,Sharing yg jelas dan bermanfaat ttng update penggunaan aplikasi sipp,good,
260,UgwbBYCRPFPPcV51d714AaABAg,institusional,terlalu banyak MAFIA DI KEJAGUNG🖕🖕🖕,netral,
261,UgwxJLltUBwOz8gaoLp4AaABAg,tutorial_website,kak padahal saya udah aktivasi akun saya tp kenapa buat login akunya gagal terus,netral,
262,UgwVGmzPZLRBEdNexrJ4AaABAg,institusional,MA Promo besar. Diskon 50 %..,netral,
263,Ugwnmyc3D_g_Zj70po54AaABAg,institusional,Sukses selalu tetap semangat,netral,
264,Ugz0ehwuSfzJ2vZdEzF4AaABAg,institusional,"Wa berarti putusan MA tersebut tdak ada efek nya ya bung terhadap kemenangan Pilpres Jokowi-Ma'ruf karena putusan MA terlambat, selain daripada itu secara de facto dan de jure kemenangan Jokowi Ma'ruf sah ya bung. Mantap bung makasih atas wawasannya yg komprehensif.",good,
265,UgxyscyZOIgUmOtK5jh4AaABAg,institusional,"Wong pinter Podo binggung.Dan linglung  Dan Semesta telah bekerja..... Terima kasih Ya Allah. KeadilanMu..telah tiba .bagi orang "" yang rakus.....Aamiin",good,
266,UgyAP0OguHQOV1NcliJ4AaABAg,institusional,Kalau ingin negara ini aman dr korupsi maka para pembuat undang2 hrs berani membuat  undang2  hukuman minimal seumur  hidup tdk ada remisi .,bad,
267,Ugxoy9mG6bmfcvQaM694AaABAg,institusional,"Mudah-mudahan bisa seperti salah satu petinggi mereka, kehilangan anak , dan kemudian keturunan nya masih kecil tenggelam.",netral,
268,UgxVHN2S30xKRYAF8v94AaABAg,institusional,Ilmu hukum paling gampang didapat yaa disini Trimakasih Podium🙏,good,
269,UgwaZe8_RT0i4Xk2DmV4AaABAg,institusional,Gak Jelas Hukum Konoha Ini... Susah Berurusan Sama Hukum Konoha...,netral,
270,UgxlofCT2JvjZAmbK1V4AaABAg,institusional,Tooooodddd,netral,
271,UgztO3qL68a9rzPSeT94AaABAg,institusional,Kita liat.. dari hari ini saya akan senyum...DPR oh DPR 😂,netral,
272,UgxzLOZoRBWB_A2580B4AaABAg,institusional,Memang sulit memberantas. Kebatilan hukum hanya berlaku bagi orang susah dan lemah. Semoga hakim tersebut mendapat masalah yg seru PP apa bg keluarganya,good,
273,UgwzW1z9G73OCxVrSxp4AaABAg,institusional,"Ya Allah ngk bisa berkata kata lagi, betul sekali OM Rudy serakah tamak kurang bersyukur karang kurang dan selalu kurang",netral,
274,UgwYiCwa8NvL_06GMQB4AaABAg,tutorial_website,"Keren, layanan yang terintegrasi dengan aplikasi lain tentunya akan sangat memudahkan dalam memberikan pelayanan yang terbaik 👍🏻",good,
275,UgxWQQLxf7Rg5KhpaM94AaABAg,institusional,"PARAHHH......,...YA..",bad,
276,Ugxu4cKTfmqPvaA_8q94AaABAg,institusional,"Wah..begitu sedihnya negara kita  tercinta ini, yg begitu indah dan sangat dicintai. Tapi penuh dgn korupsi dlm semua aksi. Generasi apa yg kita harapkan masa depan. What a shame and very2 sad😡😡kita lihat aja nanti kasus Sambo🙏🙏",bad,
277,UgzuPVReC9uQzCWs7wN4AaABAg,institusional,"Subhanallah Wallaillahaillallah Walhamdullillah Allahu Akbar,  Sungguh hebat semua utk kebsikan kita dunia dan Akhirat, dan ada Pesan Allah swt utk Hakim Jaksa : Jikalau kamu ragu tanyalah pada hatimu. Masyaallah Subhanallah Allahu Akbar, begitu hebatnya sampai ada pesannya. Semoga ug terbaik utk kita semua.❤❤❤",good,
278,Ugz55OGvh0HilA7OvV54AaABAg,institusional,"Seharusnya tdk ada tawar menawar buat penegak hukum yg melakukan pelanggran hukum berat, knp..krn penegak hukum lebih tau ttg sangsi pelanggaran yg dilakukan. Klw rakyat jelata sangat mudah utk dijatuhi hukuman berat bahkan hukuman mati sekalipun.",netral,
279,UgzYfQRRYpqPP2ULZQR4AaABAg,institusional,Pejabat makin berkobar kobar jiwa korupsi nya,bad,
280,Ugw4DPj1zjWc74_tdfh4AaABAg,institusional,Negeri SARANG MAFiA HUKUM.. MAKELAR KASUS ???,netral,
281,UgyrCWhPG3iPAdJJP2F4AaABAg,institusional,Hukum “Seumur Hidup” untuk kasus Zarof sebagai Mafia Peradilan 😡,netral,
282,UgwKLtKgf-SBV_Y8CnZ4AaABAg,institusional,"Kawal, kawal, kawal, usut, usut, usut🎉",netral,
283,Ugy8_VyDZ1qWQdcfcCl4AaABAg,institusional,Arep melu komen kok isin karo masyarakat😑,netral,
284,Ugy7k0LADoj9S4R_fSl4AaABAg,institusional,linsa jadi kor kor jadi tuma atau kutu bila perlu di kabur ajaib alias di ganti yg baru para penjahat yg ikut mkn uang korupsi,bad,
285,UgwqV4mk-isSYvQbYcV4AaABAg,tutorial_website,"sekarang agustus 2024 ada versi barunya kak, lebih ribet lagi..ini yg lama. tolong di share cara finalisasi yg baru. makasi ya",netral,
286,UgwR1vqGzMHKKDAtXMd4AaABAg,tutorial_website,Dengan adanya layanan e-court sangat membantu dalam mengurus dipersidangan dengan cepat dan biaya ringan.  (Selvia Dwi Rahayu / hki-B/210117078),good,
287,UgyMM5ckFku7bIARWL54AaABAg,institusional,"Kesini gara"" muncul trus di fyp tiktok 🙋🏻",netral,
288,Ugz3JnIvTJE8zK9rJnB4AaABAg,institusional,"Ayo rakyat semua turun ke jalan du setiap daerah, demi dan boikot hukum di indonesia, pecat dan periksa semua aparat di MA, pengadilan tinggi oengadilan negeri agar di reformasi",netral,
289,UgzbS18PVshzjyLjyUJ4AaABAg,institusional,Sehat slalu pak toni.,netral,
290,Ugxxcaky4jPWOEpCXU54AaABAg,institusional,Pengecara tife...gagal paham sengajakah?????,netral,
291,UgxCvMW92hiQJQxPtIZ4AaABAg,tutorial_website,"Video nya bagus , cukup jelas untuk memberi gambaran pada masyarakat pencari keadilan yang membutuhkan layanan",good,
292,Ugxd6vipX5SR-1BoKs54AaABAg,institusional,"Mantab abang informasinya ..
Salam buat keluarga d kendari ...",netral,
293,Ugz-oPFcIJPLNV--X3Z4AaABAg,tutorial_website,makasih infonya bg,good,
294,UgzLUN23KGXL-GRiBP54AaABAg,institusional,Yg korupsi gk ada yg lulusan sd..dokter propesor jadi pinter ny digunakan untung mling uang rakyat 😢,bad,
295,UgxyQbSz6fhMnRqOg994AaABAg,tutorial_website,"Andriani
101180126
Hadir",netral,
296,UgyxMWXM0uL083mw0-V4AaABAg,tutorial_website,Sukses PA Sampang,netral,
297,UgzgyiTYe0ktlQL0lvJ4AaABAg,institusional,"Korupsi tidak boleh kita lupakan, mereka komplotan mafia hukum yang tidak bisa diampuni.",bad,
298,UgyXRa9RhyYTPSk0qI14AaABAg,institusional,"Terima kasih atas materinya dan ilmunya Pak, sangat membantu  dan bermanfaat.",good,
299,UgxyikQTJPhPWscA6R54AaABAg,institusional,"Jaya dan sukses selalu Mahkamah Agung RI, inovasi tiada henti menuju Peradilan Yang Agung🙏🏻",netral,
300,UgymbcuKtzASty7f_Kh4AaABAg,institusional,"Mantap.,usut tuntas di Lembaga tinggi negara .",good,
